perturbation_scan_id	batch_id	cmap_name	concentration (M)	duration (h)	cell	array	vehicle	rep;cell;cmap_name	rep;cell;cmap_name;array	rep;cell;cmap_name;array;batch_id	rep;cell;cmap_name;array;batch_id;concentration (M)
5500024024213121906558.A01	642	ethisterone	1.28e-05	6	MCF7	HT_HG-U133A	DMSO	1667	2477	5868	6111
5500024024213121906558.A02	642	vincamine	1.12e-05	6	MCF7	HT_HG-U133A	DMSO	2433	2534	3415	4018
5500024024213121906558.A03	642	fludrocortisone	9.4e-06	6	MCF7	HT_HG-U133A	DMSO	757	1903	1879	900
5500024024213121906558.A04	642	dantrolene	1.18e-05	6	MCF7	HT_HG-U133A	DMSO	3200	2173	779	3620
5500024024213121906558.A06	642	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	204	4120
5500024024213121906558.B01	642	indapamide	1.06e-05	6	MCF7	HT_HG-U133A	DMSO	375	2497	134	6131
5500024024213121906558.B02	642	phentolamine	1.26e-05	6	MCF7	HT_HG-U133A	DMSO	1546	856	5658	5131
5500024024213121906558.B04	642	mexiletine	1.86e-05	6	MCF7	HT_HG-U133A	DMSO	2637	1628	4177	3147
5500024024213121906558.B05	642	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	204	4120
5500024024213121906558.C01	642	orphenadrine	1.3e-05	6	MCF7	HT_HG-U133A	DMSO	2129	2199	5920	60
5500024024213121906558.C02	642	phenelzine	1.7e-05	6	MCF7	HT_HG-U133A	DMSO	2694	2074	4685	2295
5500024024213121906558.C04	642	tolbutamide	1.4800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	2988	3330	5035	3138
5500024024213121906558.C05	642	camptothecin	1.14e-05	6	MCF7	HT_HG-U133A	DMSO	2482	2637	4586	4373
5500024024213121906558.D01	642	6-benzylaminopurine	1.7800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	414	2629	43	833
5500024024213121906558.D02	642	prilocaine	1.56e-05	6	MCF7	HT_HG-U133A	DMSO	1124	1803	5384	3101
5500024024213121906558.D03	642	metoclopramide	1.18e-05	6	MCF7	HT_HG-U133A	DMSO	2967	3180	4158	449
5500024024213121906558.D05	642	ketoprofen	1.58e-05	6	MCF7	HT_HG-U133A	DMSO	437	634	5709	4806
5500024024213121906558.D06	642	nefopam	1.3800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	1519	2872	2670	2685
5500024024213121906558.E01	642	fenbufen	1.58e-05	6	MCF7	HT_HG-U133A	DMSO	438	1768	2311	4489
5500024024213121906558.E02	642	tropicamide	1.4e-05	6	MCF7	HT_HG-U133A	DMSO	576	1493	1856	1154
5500024024213121906558.E03	642	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	204	4120
5500024024213121906558.E04	642	lomefloxacin	1.04e-05	6	MCF7	HT_HG-U133A	DMSO	3477	1326	1699	5434
5500024024213121906558.E05	642	hydralazine	2.04e-05	6	MCF7	HT_HG-U133A	DMSO	433	1587	3403	5624
5500024024213121906558.E06	642	phenformin	1.66e-05	6	MCF7	HT_HG-U133A	DMSO	603	153	2469	5630
5500024024213121906558.F01	642	ofloxacin	1.1e-05	6	MCF7	HT_HG-U133A	DMSO	183	311	1644	2742
5500024024213121906558.F02	642	nitrofurantoin	1.6800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	3579	242	1581	1042
5500024024213121906558.F03	642	mephenesin	2.2e-05	6	MCF7	HT_HG-U133A	DMSO	2183	1956	4509	2504
5500024024213121906558.F04	642	pentolonium	7.400000000000001e-06	6	MCF7	HT_HG-U133A	DMSO	492	3058	5522	5589
5500024024213121906558.F05	642	salbutamol	1.6800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	1136	3386	1873	5695
5500024024213121906558.F06	642	trimethoprim	1.3800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	3524	1529	4337	4807
5500024024213121906558.G01	642	nalidixic acid	1.46e-05	6	MCF7	HT_HG-U133A	DMSO	2011	942	3918	1037
5500024024213121906558.G02	642	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	204	4120
5500024024213121906558.G03	642	metaraminol	8.599999999999999e-06	6	MCF7	HT_HG-U133A	DMSO	3564	1715	2577	6261
5500024024213121906558.G04	642	kawain	1.74e-05	6	MCF7	HT_HG-U133A	DMSO	1468	3489	1590	2522
5500024024213121906558.G05	642	mebendazole	1.36e-05	6	MCF7	HT_HG-U133A	DMSO	476	1586	3323	2024
5500024024213121906558.G06	642	clemizole	1.1e-05	6	MCF7	HT_HG-U133A	DMSO	2146	693	775	5872
5500024024213121906558.H01	642	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	204	4120
5500024024213121906558.H02	642	tiapride	1.1e-05	6	MCF7	HT_HG-U133A	DMSO	2927	2931	4417	3225
5500024024213121906558.H03	642	griseofulvin	1.12e-05	6	MCF7	HT_HG-U133A	DMSO	1505	1852	3789	6023
5500024024213121906558.H04	642	dilazep	6e-06	6	MCF7	HT_HG-U133A	DMSO	889	1650	3612	2252
5500024024213121906558.H05	642	riluzole	1.4800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	824	1061	4516	4913
5500024024213121906558.H06	642	sulfamethoxazole	1.58e-05	6	MCF7	HT_HG-U133A	DMSO	1431	2190	1311	1814
5500024024213121906562.A01	626	valproic acid	0.0005	6	MCF7	HT_HG-U133A	DMSO	469	340	3698	3056
5500024024213121906562.A02	626	estradiol	1e-08	6	MCF7	HT_HG-U133A	DMSO	999	2824	1274	1674
5500024024213121906562.A03	626	sirolimus	1e-07	6	MCF7	HT_HG-U133A	DMSO	2168	1040	5406	2479
5500024024213121906562.A04	626	wortmannin	1e-08	6	MCF7	HT_HG-U133A	DMSO	1108	3294	1356	4101
5500024024213121906562.A05	626	haloperidol	1e-05	6	MCF7	HT_HG-U133A	DMSO	1946	250	2982	4112
5500024024213121906562.A06	626	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	3840	4981
5500024024213121906562.A07	627	naproxen	1.74e-05	6	MCF7	HT_HG-U133A	DMSO	214	890	2219	5535
5500024024213121906562.A08	627	acetohexamide	1.24e-05	6	MCF7	HT_HG-U133A	DMSO	1907	1081	6090	234
5500024024213121906562.A09	627	diphenhydramine	1.3800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	3062	2641	5239	893
5500024024213121906562.A10	627	adiphenine	1.14e-05	6	MCF7	HT_HG-U133A	DMSO	1695	672	1194	50
5500024024213121906562.A12	627	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	2666	415
5500024024213121906562.B01	626	genistein	1e-05	6	MCF7	HT_HG-U133A	DMSO	1048	2357	4398	918
5500024024213121906562.B02	626	LY-294002	1e-05	6	MCF7	HT_HG-U133A	DMSO	1440	1043	5793	4942
5500024024213121906562.B03	626	fluphenazine	1e-05	6	MCF7	HT_HG-U133A	DMSO	1968	326	4469	2704
5500024024213121906562.B04	626	fulvestrant	1e-08	6	MCF7	HT_HG-U133A	DMSO	427	1559	1877	100
5500024024213121906562.B05	626	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	3840	4981
5500024024213121906562.B06	626	LY-294002	1e-05	6	MCF7	HT_HG-U133A	DMSO	1440	1043	5793	4942
5500024024213121906562.B07	627	amitriptyline	1.28e-05	6	MCF7	HT_HG-U133A	DMSO	475	2068	855	4182
5500024024213121906562.B08	627	atracurium besilate	3.2e-06	6	MCF7	HT_HG-U133A	DMSO	1195	2435	3118	1620
5500024024213121906562.B09	627	heptaminol	2.2e-05	6	MCF7	HT_HG-U133A	DMSO	182	2855	290	5785
5500024024213121906562.B10	627	thiamphenicol	1.12e-05	6	MCF7	HT_HG-U133A	DMSO	323	556	3619	4170
5500024024213121906562.B11	627	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	2666	415
5500024024213121906562.B12	627	dapsone	1.62e-05	6	MCF7	HT_HG-U133A	DMSO	2926	2761	3438	2776
5500024024213121906562.C01	626	clozapine	1e-05	6	MCF7	HT_HG-U133A	DMSO	1911	2725	1709	3946
5500024024213121906562.C02	626	thioridazine	1e-05	6	MCF7	HT_HG-U133A	DMSO	2035	200	212	4301
5500024024213121906562.C03	626	15-delta prostaglandin J2	1e-05	6	MCF7	HT_HG-U133A	DMSO	61	2723	1437	335
5500024024213121906562.C04	626	troglitazone	1e-05	6	MCF7	HT_HG-U133A	DMSO	2044	675	5680	5745
5500024024213121906562.C05	626	rosiglitazone	1e-05	6	MCF7	HT_HG-U133A	DMSO	370	1232	5350	3941
5500024024213121906562.C06	626	trichostatin A	1e-06	6	MCF7	HT_HG-U133A	DMSO	3210	3546	840	4959
5500024024213121906562.C08	627	noretynodrel	1.34e-05	6	MCF7	HT_HG-U133A	DMSO	2973	3136	738	3649
5500024024213121906562.C09	627	triamterene	1.58e-05	6	MCF7	HT_HG-U133A	DMSO	2658	3629	1791	4928
5500024024213121906562.C10	627	isoxicam	1.2e-05	6	MCF7	HT_HG-U133A	DMSO	2134	530	1807	4308
5500024024213121906562.C11	627	mefenamic acid	1.66e-05	6	MCF7	HT_HG-U133A	DMSO	3447	1150	1731	2750
5500024024213121906562.C12	627	chlorpromazine	1.12e-05	6	MCF7	HT_HG-U133A	DMSO	3054	3506	776	1392
5500024024213121906562.D01	626	trifluoperazine	1e-05	6	MCF7	HT_HG-U133A	DMSO	314	1611	126	18
5500024024213121906562.D04	626	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	3840	4981
5500024024213121906562.D06	626	geldanamycin	1e-06	6	MCF7	HT_HG-U133A	DMSO	2002	2530	3538	222
5500024024213121906562.D07	627	betazole	2.7e-05	6	MCF7	HT_HG-U133A	DMSO	2030	2698	881	2659
5500024024213121906562.D08	627	triflupromazine	1.02e-05	6	MCF7	HT_HG-U133A	DMSO	966	802	4042	5203
5500024024213121906562.D09	627	nifedipine	1.16e-05	6	MCF7	HT_HG-U133A	DMSO	904	3547	1379	4127
5500024024213121906562.D10	627	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	2666	415
5500024024213121906562.D11	627	sulindac	1.12e-05	6	MCF7	HT_HG-U133A	DMSO	2760	3390	4590	4801
5500024024213121906562.D12	627	metformin	2.42e-05	6	MCF7	HT_HG-U133A	DMSO	2428	899	430	4429
5500024024213121906562.E01	626	monorden	1e-07	6	MCF7	HT_HG-U133A	DMSO	1165	1872	4115	5159
5500024024213121906562.E02	626	vorinostat	1e-05	6	MCF7	HT_HG-U133A	DMSO	2796	944	4978	1659
5500024024213121906562.E03	626	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	3840	4981
5500024024213121906562.E04	626	sirolimus	1e-07	6	MCF7	HT_HG-U133A	DMSO	2168	1040	5406	2479
5500024024213121906562.E06	626	nordihydroguaiaretic acid	1e-06	6	MCF7	HT_HG-U133A	DMSO	59	915	4593	2586
5500024024213121906562.E07	627	imipramine	1.26e-05	6	MCF7	HT_HG-U133A	DMSO	1979	1164	4581	3358
5500024024213121906562.E08	627	acetazolamide	1.8e-05	6	MCF7	HT_HG-U133A	DMSO	1692	2806	3860	3039
5500024024213121906562.E09	627	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	2666	415
5500024024213121906562.E10	627	hydroflumethiazide	1.2e-05	6	MCF7	HT_HG-U133A	DMSO	2992	2334	1867	108
5500024024213121906562.E11	627	sulfadiazine	1.6e-05	6	MCF7	HT_HG-U133A	DMSO	3426	28	2515	1730
5500024024213121906562.E12	627	diprophylline	1.58e-05	6	MCF7	HT_HG-U133A	DMSO	1584	3271	6144	1394
5500024024213121906562.F01	626	alvespimycin	1e-07	6	MCF7	HT_HG-U133A	DMSO	812	289	3930	1816
5500024024213121906562.F03	626	prochlorperazine	1e-05	6	MCF7	HT_HG-U133A	DMSO	655	2504	2070	720
5500024024213121906562.F05	626	chlorpromazine	1e-06	6	MCF7	HT_HG-U133A	DMSO	3054	3506	5557	3674
5500024024213121906562.F06	626	tanespimycin	1e-06	6	MCF7	HT_HG-U133A	DMSO	511	3627	3181	1194
5500024024213121906562.F07	627	benzonatate	6.6e-06	6	MCF7	HT_HG-U133A	DMSO	1870	2738	2973	1458
5500024024213121906562.F08	627	dexpanthenol	1.94e-05	6	MCF7	HT_HG-U133A	DMSO	664	98	1799	6058
5500024024213121906562.F09	627	epirizole	1.7e-05	6	MCF7	HT_HG-U133A	DMSO	1658	1022	3170	4048
5500024024213121906562.F10	627	moxisylyte	1.26e-05	6	MCF7	HT_HG-U133A	DMSO	219	1405	303	704
5500024024213121906562.F11	627	carbamazepine	1.7e-05	6	MCF7	HT_HG-U133A	DMSO	1610	1203	2765	1973
5500024024213121906562.F12	627	homatropine	1.12e-05	6	MCF7	HT_HG-U133A	DMSO	271	1078	3473	5805
5500024024213121906562.G01	626	estradiol	1e-07	6	MCF7	HT_HG-U133A	DMSO	999	2824	1274	1422
5500024024213121906562.G02	626	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	3840	4981
5500024024213121906562.G04	626	alpha-estradiol	1e-08	6	MCF7	HT_HG-U133A	DMSO	3530	254	4109	4618
5500024024213121906562.G05	626	tretinoin	1e-06	6	MCF7	HT_HG-U133A	DMSO	1114	1254	3222	2844
5500024024213121906562.G07	627	procaine	1.46e-05	6	MCF7	HT_HG-U133A	DMSO	1447	3697	5943	2930
5500024024213121906562.G08	627	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	2666	415
5500024024213121906562.G09	627	metrifonate	1.56e-05	6	MCF7	HT_HG-U133A	DMSO	2659	1924	3796	5661
5500024024213121906562.G10	627	morantel	1.0800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	1816	1397	2380	2101
5500024024213121906562.G11	627	todralazine	1.4800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	1052	3635	1620	2570
5500024024213121906562.G12	627	allantoin	2.52e-05	6	MCF7	HT_HG-U133A	DMSO	241	3091	1332	1043
5500024024213121906562.H01	626	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	3840	4981
5500024024213121906562.H02	626	haloperidol	1e-05	6	MCF7	HT_HG-U133A	DMSO	1946	250	2982	4112
5500024024213121906562.H03	626	acetylsalicylic acid	0.0001	6	MCF7	HT_HG-U133A	DMSO	3428	3711	4482	4815
5500024024213121906562.H04	626	fulvestrant	1e-06	6	MCF7	HT_HG-U133A	DMSO	427	1559	1877	5988
5500024024213121906562.H05	626	tanespimycin	1e-06	6	MCF7	HT_HG-U133A	DMSO	511	3627	3181	1194
5500024024213121906562.H07	627	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	2666	415
5500024024213121906562.H08	627	8-azaguanine	2.62e-05	6	MCF7	HT_HG-U133A	DMSO	3047	2524	5249	2826
5500024024213121906562.H09	627	meticrane	1.46e-05	6	MCF7	HT_HG-U133A	DMSO	3365	1114	136	411
5500024024213121906562.H11	627	sulfaphenazole	1.28e-05	6	MCF7	HT_HG-U133A	DMSO	1354	465	3183	1604
5500024024214122006606.A01	636	isoniazid	2.92e-05	6	MCF7	HT_HG-U133A	DMSO	79	3204	1174	1793
5500024024214122006606.A03	636	tranexamic acid	2.54e-05	6	MCF7	HT_HG-U133A	DMSO	2841	3658	3500	4611
5500024024214122006606.A04	636	ampyrone	1.96e-05	6	MCF7	HT_HG-U133A	DMSO	2860	1919	694	3638
5500024024214122006606.A05	636	midodrine	1.3800000000000002e-05	6	MCF7	HT_HG-U133A	DMSO	621	2759	2392	3611
5500024024214122006606.A06	636	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	2223	921
5500024024214122006606.A07	637	mafenide	1.8e-05	6	MCF7	HT_HG-U133A	DMSO	1102	1275	2452	2569
5500024024214122006606.A08	637	iproniazid	1.44e-05	6	MCF7	HT_HG-U133A	DMSO	190	426	868	1714
5500024024214122006606.A09	637	cloxacillin	8.8e-06	6	MCF7	HT_HG-U133A	DMSO	1159	3175	3268	3480
5500024024214122006606.A10	637	pentoxifylline	1.44e-05	6	MCF7	HT_HG-U133A	DMSO	2172	1634	2533	5347
5500024024214122006606.A11	637	meclofenamic acid	1.18e-05	6	MCF7	HT_HG-U133A	DMSO	886	2286	1130	1635
5500024024214122006606.A12	637	DMSO	0.0	6	MCF7	HT_HG-U133A	DMSO	1750	3071	1013	6201
5500024024214122006606.B01	636	triamcinolone	1.02e-05	6	MCF7	HT_HG-U133A	DMSO	2579	2465	1347	2000
5500024024214122006606.B02	636	dexamethasone	9.2e-06	6	MCF7	HT_HG-U133A	DMSO	2686	2107	1193	2065
