perturbation_scan_id	batch_id	cmap_name	concentration (M)	duration (h)	cell	array	vehicle	rep;cell;cmap_name	rep;cell;cmap_name;array	rep;cell;cmap_name;array;batch_id	rep;cell;cmap_name;array;batch_id;concentration (M)
EC2003100103AA	7	verapamil	1e-05	6	MCF7	HG-U133A	DMSO	102	3645	1563	2583
EC2003100203AA	8	amitriptyline	1e-06	6	MCF7	HG-U133A	DMSO	475	1218	2760	5212
EC2003100205AA	8	sulindac	0.0001	6	MCF7	HG-U133A	DMSO	2760	2552	2878	908
EC2003100202AA	8	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	964	2875
EC2003100206AA	8	tacrolimus	1e-06	6	MCF7	HG-U133A	DMSO	1353	2392	2885	5507
EC2003103003AA	13	15-delta prostaglandin J2	1e-05	6	MCF7	HG-U133A	DMSO	61	1878	3947	807
EC2003103004AA	13	raloxifene	1e-07	6	MCF7	HG-U133A	DMSO	1675	551	752	2300
EC2003103002AA	13	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	159	882
EC2003103005AA	13	nordihydroguaiaretic acid	1e-06	6	MCF7	HG-U133A	DMSO	59	3796	3626	848
EC2003103006AA	13	sulfasalazine	0.0001	6	MCF7	HG-U133A	DMSO	1956	2431	3962	3603
EC2003110406AA	16	SC-58125	1e-05	6	MCF7	HG-U133A	DMSO	3287	327	5675	3740
EC2003110405AA	16	LM-1685	1e-05	6	MCF7	HG-U133A	DMSO	1221	2587	3008	4139
EC2003110403AA	16	rofecoxib	1e-05	6	MCF7	HG-U133A	DMSO	1046	2751	2317	5677
EC2003110404AA	16	celecoxib	1e-05	6	MCF7	HG-U133A	DMSO	739	3367	4524	5028
EC2003110402AA	16	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	1775	1678
EC2003120405AA	17	TTNPB	1e-07	6	MCF7	HG-U133A	DMSO	2318	2370	2945	2270
EC2003120403AA	17	tanespimycin	1e-07	6	MCF7	HG-U133A	DMSO	511	2765	5917	1720
EC2003120406AA	17	tretinoin	1e-06	6	MCF7	HG-U133A	DMSO	1114	367	5969	3210
EC2003120404AA	17	tomelukast	1e-06	6	MCF7	HG-U133A	DMSO	3188	1971	1207	1412
EC2003120402AA	17	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	557	3362
EC2003121103AA	18	rofecoxib	1e-05	6	MCF7	HG-U133A	DMSO	1046	2751	2532	5183
EC2003121104AA	18	celecoxib	1e-05	6	MCF7	HG-U133A	DMSO	739	3367	4701	4500
EC2003121105AA	18	LM-1685	1e-05	6	MCF7	HG-U133A	DMSO	1221	2587	517	4855
EC2003121106AA	18	SC-58125	1e-05	6	MCF7	HG-U133A	DMSO	3287	327	5880	550
EC2003121102AA	18	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	1994	4856
EC2003121202AA	19	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	784	308
EC2003121206AA	19	LY-294002	1e-05	6	MCF7	HG-U133A	DMSO	1440	123	2739	4825
EC2003121204AA	19	rofecoxib	1e-05	6	MCF7	HG-U133A	DMSO	1046	2751	1275	630
EC2003121203AA	19	dexamethasone	1e-06	6	MCF7	HG-U133A	DMSO	2686	2478	3582	4460
EC2004010802AA	20	ethanol	0.0	6	MCF7	HG-U133A	ethanol	2076	3317	1358	5604
EC2004010806AA	20	MK-886	1e-06	6	MCF7	HG-U133A	ethanol	3120	3423	2815	6107
EC2004010803AA	20	ciclosporin	1e-06	6	MCF7	HG-U133A	ethanol	75	939	2794	72
EC2004010804AA	20	indometacin	2e-05	6	MCF7	HG-U133A	ethanol	1018	3218	665	5562
EC2004010805AA	20	clofibrate	0.00015	6	MCF7	HG-U133A	ethanol	705	3799	4457	3792
EC2004010811AA	21	genistein	1e-06	6	MCF7	HG-U133A	DMSO	1048	1486	1364	1521
EC2004010812AA	21	genistein	1e-06	6	MCF7	HG-U133A	DMSO	1048	1486	1364	1521
EC2004010809AA	21	prednisolone	1e-06	6	MCF7	HG-U133A	DMSO	1527	1564	2503	2714
EC2004010810AA	21	thalidomide	0.0001	6	MCF7	HG-U133A	DMSO	1659	720	6001	4289
EC2004010808AA	21	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	983	5970
EC2003122306AA	22	tacrolimus	1e-06	6	MCF7	HG-U133A	DMSO	1353	2392	1623	3939
EC2003122305AA	22	quercetin	1e-06	6	MCF7	HG-U133A	DMSO	3088	3061	3802	3373
EC2003122304AA	22	fludrocortisone	1e-06	6	MCF7	HG-U133A	DMSO	757	1027	4869	1469
EC2003122303AA	22	fludrocortisone	1e-06	6	MCF7	HG-U133A	DMSO	757	1027	4869	1469
EC2003122302AA	22	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	5968	1403
EC2003122312AA	23	fulvestrant	1e-08	6	MCF7	HG-U133A	DMSO	427	681	5429	4213
EC2003122311AA	23	exisulind	5e-05	6	MCF7	HG-U133A	DMSO	2787	2990	5893	4233
EC2003122310AA	23	sulindac sulfide	5e-05	6	MCF7	HG-U133A	DMSO	998	896	1513	4088
EC2003122309AA	23	sulindac	5e-05	6	MCF7	HG-U133A	DMSO	2760	2552	423	2841
EC2003122308AA	23	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	1180	2804
EC2004010817AA	24	staurosporine	1e-06	6	MCF7	HG-U133A	DMSO	1141	549	1941	5149
EC2003122314AA	24	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	6147	4400
EC2003122317AA	24	NU-1025	0.0001	6	MCF7	HG-U133A	DMSO	573	2404	3412	6118
EC2003122318AA	24	exisulind	5e-05	6	MCF7	HG-U133A	DMSO	2787	2990	4716	6019
EC2003122315AA	24	monastrol	0.0001	6	MCF7	HG-U133A	DMSO	849	3332	4269	5364
EC2004011606AA	25	LY-294002	1e-05	6	MCF7	HG-U133A	DMSO	1440	123	672	4372
EC2004011602AA	25	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	4982	6166
EC2004011603AA	25	acetylsalicylic acid	0.0001	6	MCF7	HG-U133A	DMSO	3428	310	5910	4020
EC2004011604AA	25	flufenamic acid	1e-05	6	MCF7	HG-U133A	DMSO	3010	804	5714	2591
EC2004011605AA	25	N-phenylanthranilic acid	1e-05	6	MCF7	HG-U133A	DMSO	3243	2019	1051	2816
EC2004012206AA	26	LY-294002	1e-05	6	MCF7	HG-U133A	DMSO	1440	123	5665	6132
EC2004012204AA	26	sirolimus	1e-07	6	MCF7	HG-U133A	DMSO	2168	117	1853	1461
EC2004012203AA	26	monorden	1e-07	6	MCF7	HG-U133A	DMSO	1165	997	3990	3647
EC2004012205AA	26	arachidonyltrifluoromethane	1e-05	6	MCF7	HG-U133A	DMSO	2752	1005	3127	5243
EC2004021313AA	26	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	180	3878
EC2004012208AA	28	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	380	818
EC2004012210AA	28	trichostatin A	1e-07	6	MCF7	HG-U133A	DMSO	3210	111	3969	2512
EC2004012209AA	28	trichostatin A	1e-07	6	MCF7	HG-U133A	DMSO	3210	111	3969	2512
EC2004012211AA	28	diclofenac	1e-05	6	MCF7	HG-U133A	DMSO	2592	3756	4578	4438
EC2004012212AA	28	mercaptopurine	0.0001	6	MCF7	HG-U133A	DMSO	249	2313	5422	1965
EC2004010602AA	29	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	5379	2381
EC2004010603AA	29	nifedipine	1e-05	6	MCF7	HG-U133A	DMSO	904	2688	4105	3302
EC2004010604AA	29	nitrendipine	1e-05	6	MCF7	HG-U133A	DMSO	2458	319	5243	76
EC2004010605AA	29	felodipine	1e-05	6	MCF7	HG-U133A	DMSO	2901	351	3338	5599
EC2004010606AA	29	azathioprine	0.0001	6	MCF7	HG-U133A	DMSO	2427	2183	1847	6230
EC2004021302AA	31	medium	0.0	6	MCF7	HG-U133A	medium	1125	3155	3202	2273
EC2004021303AA	31	sodium phenylbutyrate	0.0001	6	MCF7	HG-U133A	medium	2066	3706	1668	3054
EC2004021304AA	31	novobiocin	0.0001	6	MCF7	HG-U133A	medium	987	3226	5877	4184
EC2004021305AA	31	fasudil	1e-05	6	MCF7	HG-U133A	medium	3205	2108	602	5539
EC2004021306AA	31	2-deoxy-D-glucose	0.01	6	MCF7	HG-U133A	medium	2001	845	5931	1398
EC2004021309AA	33	valproic acid	0.01	6	MCF7	HG-U133A	medium	469	735	3281	6077
EC2004021312AA	33	valproic acid	5e-05	6	MCF7	HG-U133A	medium	469	735	3281	2285
EC2004021311AA	33	valproic acid	0.0005	6	MCF7	HG-U133A	medium	469	735	3281	3300
EC2004021308AA	33	medium	0.0	6	MCF7	HG-U133A	medium	1125	3155	3386	1801
EC2004021310AA	33	valproic acid	0.002	6	MCF7	HG-U133A	medium	469	735	3281	236
EC2004030503AA	35	LY-294002	1e-05	6	HL60	HG-U133A	DMSO	2531	2118	6099	4076
EC2004030504AA	35	sirolimus	1e-07	6	HL60	HG-U133A	DMSO	3225	2482	1234	6139
EC2004030505AA	35	sodium phenylbutyrate	0.0001	6	HL60	HG-U133A	DMSO	3121	1925	153	5354
EC2004030506AA	35	trichostatin A	1e-07	6	HL60	HG-U133A	DMSO	651	1244	5407	5684
EC2004030502AA	35	DMSO	0.0	6	HL60	HG-U133A	DMSO	2808	3275	5478	1588
EC2004041402AA	36	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	4785	3486
EC2004041403AA	36	estradiol	1e-07	6	MCF7	HG-U133A	DMSO	999	3195	2673	4186
EC2004041404AA	36	imatinib	1e-05	6	MCF7	HG-U133A	DMSO	2155	1075	5624	760
EC2004041405AA	36	fulvestrant	1e-06	6	MCF7	HG-U133A	DMSO	427	681	2962	886
EC2004041406AA	36	pirinixic acid	0.0001	6	MCF7	HG-U133A	DMSO	146	3280	4129	3208
EC2004032005AA	37	rofecoxib	1e-05	6	HL60	HG-U133A	DMSO	2124	1309	297	3000
EC2004032004AA	37	troglitazone	1e-05	6	HL60	HG-U133A	DMSO	3107	1778	6168	4229
EC2004032002AA	37	DMSO	0.0	6	HL60	HG-U133A	DMSO	2808	3275	5688	1106
EC2004032003AA	37	rosiglitazone	1e-05	6	HL60	HG-U133A	DMSO	2645	439	5128	1994
EC2004030508AA	38	DMSO	0.0	6	ssMCF7	HG-U133A	DMSO	2008	3415	514	3670
EC2004030509AA	38	estradiol	1e-08	6	ssMCF7	HG-U133A	DMSO	1251	645	4540	1130
EC2004030512AA	38	raloxifene	1e-07	6	ssMCF7	HG-U133A	DMSO	1950	1799	1101	1504
EC2004030511AA	38	tamoxifen	1e-06	6	ssMCF7	HG-U133A	DMSO	2163	1136	5104	402
EC2004030510AA	38	dexamethasone	1e-06	6	ssMCF7	HG-U133A	DMSO	2943	3660	5994	5719
EC2004030516AA	39	tacrolimus	1e-06	6	MCF7	HG-U133A	DMSO	1353	2392	5636	937
EC2004032007AA	39	cobalt chloride	0.0001	6	MCF7	HG-U133A	DMSO	3459	2421	15	3195
EC2004030518AA	39	tamoxifen	1e-06	6	MCF7	HG-U133A	DMSO	1922	811	4436	5061
EC2004030514AA	39	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	3873	4628
EC2004030515AA	39	celecoxib	1e-05	6	MCF7	HG-U133A	DMSO	739	3367	3029	3973
EC2004041409AA	40	tanespimycin	1e-06	6	MCF7	HG-U133A	DMSO	511	2765	4430	439
EC2004041410AA	40	genistein	1e-05	6	MCF7	HG-U133A	DMSO	1048	1486	5598	172
EC2004041412AA	40	tretinoin	1e-06	6	MCF7	HG-U133A	DMSO	1114	367	4458	2089
EC2004041408AA	40	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	5194	6103
EC2004041411AA	40	cobalt chloride	0.0001	6	MCF7	HG-U133A	DMSO	3459	2421	1395	999
EC2004032010AA	41	estradiol	1e-08	6	HL60	HG-U133A	DMSO	2078	507	3951	4560
EC2004032011AA	41	raloxifene	1e-07	6	HL60	HG-U133A	DMSO	2739	2527	84	2650
EC2004032012AA	41	wortmannin	1e-08	6	HL60	HG-U133A	DMSO	2191	603	5725	4652
EC2004032013AA	41	tretinoin	1e-06	6	HL60	HG-U133A	DMSO	2198	1444	5304	3290
EC2004032009AA	41	DMSO	0.0	6	HL60	HG-U133A	DMSO	2808	3275	6089	3592
EC2004041603AA	42	LY-294002	1e-05	6	ssMCF7	HG-U133A	DMSO	1742	1364	3051	6240
EC2004041606AA	42	wortmannin	1e-08	6	ssMCF7	HG-U133A	DMSO	1391	3638	4587	41
EC2004041605AA	42	alpha-estradiol	1e-08	6	ssMCF7	HG-U133A	DMSO	199	610	1066	4157
EC2004041604AA	42	sirolimus	1e-07	6	ssMCF7	HG-U133A	DMSO	2446	1360	2644	129
EC2004041602AA	42	DMSO	0.0	6	ssMCF7	HG-U133A	DMSO	2008	3415	930	6277
EC2004041611AA	43	sodium phenylbutyrate	0.001	6	MCF7	HG-U133A	medium	2066	3706	283	1834
EC2004041610AA	43	tetraethylenepentamine	0.0001	6	MCF7	HG-U133A	medium	1532	373	3872	1083
EC2004041609AA	43	tetraethylenepentamine	1e-05	6	MCF7	HG-U133A	medium	1532	373	3872	5577
EC2004041608AA	43	medium	0.0	6	MCF7	HG-U133A	medium	1125	3155	1739	1271
EC2004041612AA	43	sodium phenylbutyrate	0.001	6	MCF7	HG-U133A	medium	2066	3706	283	1834
EC2004042302AA	44	medium	0.0	6	HL60	HG-U133A	medium	2217	1745	3157	1276
EC2004042306AA	44	tetraethylenepentamine	0.0001	6	HL60	HG-U133A	medium	2609	2694	5141	4762
EC2004042305AA	44	sodium phenylbutyrate	0.001	6	HL60	HG-U133A	medium	3121	1925	5958	5490
EC2004042304AA	44	valproic acid	0.01	6	HL60	HG-U133A	medium	1547	1824	5242	3581
EC2004042303AA	44	valproic acid	0.001	6	HL60	HG-U133A	medium	1547	1824	5242	4043
EC2004050702AA	45	DMSO	0.0	6	ssMCF7	HG-U133A	DMSO	2008	3415	6113	4716
EC2004050704AA	45	estradiol	1e-08	6	ssMCF7	HG-U133A	DMSO	1251	645	3973	2130
EC2004050703AA	45	trichostatin A	1e-07	6	ssMCF7	HG-U133A	DMSO	3471	457	1266	2706
EC2004050706AA	45	nordihydroguaiaretic acid	1e-06	6	ssMCF7	HG-U133A	DMSO	313	350	1137	962
EC2004042310AA	46	thioridazine	1e-05	6	MCF7	HG-U133A	DMSO	2035	583	3481	1636
EC2004042311AA	46	haloperidol	1e-05	6	MCF7	HG-U133A	DMSO	1946	655	2529	1157
EC2004042309AA	46	clozapine	1e-05	6	MCF7	HG-U133A	DMSO	1911	1881	1010	2911
EC2004042308AA	46	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	3310	5665
EC2004042312AA	46	chlorpromazine	1e-05	6	MCF7	HG-U133A	DMSO	3054	2643	1383	5419
EC2004042318AA	53	LY-294002	1e-07	6	MCF7	HG-U133A	DMSO	1440	123	4553	3685
EC2004042317AA	53	staurosporine	1e-07	6	MCF7	HG-U133A	DMSO	1141	549	4585	4889
EC2004042316AA	53	thioridazine	1e-06	6	MCF7	HG-U133A	DMSO	2035	583	2910	3937
EC2004042315AA	53	trifluoperazine	1e-05	6	MCF7	HG-U133A	DMSO	314	740	5038	2726
EC2004042314AA	53	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	2721	3088
EC2004050709AA	54	staurosporine	1e-08	6	MCF7	HG-U133A	DMSO	1141	549	5949	5567
EC2004050712AA	54	tanespimycin	1e-06	6	MCF7	HG-U133A	DMSO	511	2765	3282	5246
EC2004050710AA	54	chlorpromazine	1e-06	6	MCF7	HG-U133A	DMSO	3054	2643	2241	5699
EC2004050711AA	54	iloprost	1e-06	6	MCF7	HG-U133A	DMSO	788	2287	1810	4759
EC2004050708AA	54	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	4070	4407
EC2004052404AA	55	rosiglitazone	1e-05	6	PC3	HG-U133A	DMSO	804	1933	3253	1974
EC2004052402AA	55	DMSO	0.0	6	PC3	HG-U133A	DMSO	953	1858	5909	1146
EC2004052406AA	55	tanespimycin	1e-06	6	PC3	HG-U133A	DMSO	3357	2390	1639	3203
EC2004052403AA	55	LY-294002	1e-05	6	PC3	HG-U133A	DMSO	675	3549	1778	1108
EC2004052405AA	55	troglitazone	1e-05	6	PC3	HG-U133A	DMSO	1236	3173	1654	1910
EC2004052408AA	56	medium	0.0	6	PC3	HG-U133A	medium	1580	985	641	5493
EC2004052410AA	56	sodium phenylbutyrate	0.001	6	PC3	HG-U133A	medium	2497	2385	4037	5843
EC2004052411AA	56	novobiocin	0.0001	6	PC3	HG-U133A	medium	228	2848	5041	1530
EC2004052412AA	56	fasudil	1e-05	6	PC3	HG-U133A	medium	2440	2936	184	6192
EC2004052409AA	56	valproic acid	0.001	6	PC3	HG-U133A	medium	3306	330	1255	1782
EC2004052418AA	58	W-13	1e-05	6	MCF7	HG-U133A	medium	3485	2242	2977	1159
EC2004052417AA	58	oxamic acid	0.01	6	MCF7	HG-U133A	medium	945	2167	5652	3368
EC2004052416AA	58	copper sulfate	0.0001	6	MCF7	HG-U133A	medium	2028	1402	5408	6078
EC2004052415AA	58	novobiocin	0.0001	6	MCF7	HG-U133A	medium	987	3226	2183	3365
EC2004052414AA	58	medium	0.0	6	MCF7	HG-U133A	medium	1125	3155	5542	1511
EC2004060205AA	59	arachidonic acid	1e-05	6	MCF7	HG-U133A	ethanol	3303	2281	1898	5663
EC2004060204AA	59	oligomycin	1e-06	6	MCF7	HG-U133A	ethanol	763	2690	4825	286
EC2004060203AA	59	arachidonic acid	1e-05	6	MCF7	HG-U133A	ethanol	3303	2281	1898	5663
EC2004060206AA	59	clofibrate	0.0001	6	MCF7	HG-U133A	ethanol	705	3799	5459	1142
CL2004060801AA	59	ethanol	0.0	6	MCF7	HG-U133A	ethanol	2076	3317	2514	3714
EC2004060208AA	60	DMSO	0.0	6	PC3	HG-U133A	DMSO	953	1858	5130	5445
EC2004060209AA	60	diclofenac	1e-05	6	PC3	HG-U133A	DMSO	1808	458	1874	4418
EC2004060210AA	60	15-delta prostaglandin J2	1e-05	6	PC3	HG-U133A	DMSO	2900	1479	2750	2552
EC2004060211AA	60	tretinoin	1e-06	6	PC3	HG-U133A	DMSO	357	3750	4410	5118
EC2004060212AA	60	trichostatin A	1e-07	6	PC3	HG-U133A	DMSO	14	445	3250	4833
EC2004060218AA	61	indometacin	0.0001	6	PC3	HG-U133A	DMSO	258	2837	4222	233
EC2004060215AA	61	monorden	1e-07	6	PC3	HG-U133A	DMSO	413	591	609	621
EC2004060216AA	61	tanespimycin	1e-06	6	PC3	HG-U133A	DMSO	3357	2390	5823	2931
EC2004060217AA	61	TTNPB	1e-07	6	PC3	HG-U133A	DMSO	1549	2004	2704	5614
EC2004060214AA	61	DMSO	0.0	6	PC3	HG-U133A	DMSO	953	1858	327	422
EC2004070108AA	62	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	2279	874
EC2004070109AA	62	indometacin	0.0001	6	MCF7	HG-U133A	DMSO	1018	3218	3409	119
EC2004070111AA	62	prochlorperazine	1e-05	6	MCF7	HG-U133A	DMSO	655	1637	3188	5265
EC2004070113AA	62	quinpirole	1e-06	6	MCF7	HG-U133A	DMSO	855	3581	363	3140
EC2004070110AA	62	cobalt chloride	0.0001	6	MCF7	HG-U133A	DMSO	3459	2421	4662	5783
EC2004070102AA	63	medium	0.0	6	PC3	HG-U133A	medium	1580	985	56	2942
EC2004070103AA	63	tetraethylenepentamine	0.0001	6	PC3	HG-U133A	medium	764	3764	277	1880
EC2004070104AA	63	valproic acid	0.001	6	PC3	HG-U133A	medium	3306	330	4341	458
EC2004070105AA	63	copper sulfate	0.0001	6	PC3	HG-U133A	medium	1222	1039	1528	5346
EC2004070106AA	63	deferoxamine	0.0001	6	PC3	HG-U133A	medium	1924	3189	1663	6072
CL2004060807AA	65	pirinixic acid	0.0001	6	PC3	HG-U133A	DMSO	2986	2889	169	4514
CL2004060806AA	65	rofecoxib	1e-05	6	PC3	HG-U133A	DMSO	282	3605	5136	5337
CL2004060804AA	65	LY-294002	1e-05	6	PC3	HG-U133A	DMSO	675	3549	2857	2904
CL2004060805AA	65	troglitazone	1e-05	6	PC3	HG-U133A	DMSO	1236	3173	2741	216
CL2004060803AA	65	DMSO	0.0	6	PC3	HG-U133A	DMSO	953	1858	4409	642
EC2004070115AA	66	pirinixic acid	0.0001	6	PC3	HG-U133A	DMSO	2986	2889	1568	5863
EC2004070116AA	66	celecoxib	1e-05	6	PC3	HG-U133A	DMSO	3558	2991	2314	1735
EC2004070117AA	66	imatinib	1e-05	6	PC3	HG-U133A	DMSO	1346	294	2332	1414
EC2004070118AA	66	monorden	1e-07	6	PC3	HG-U133A	DMSO	413	591	6016	4871
EC2004070114AA	66	DMSO	0.0	6	PC3	HG-U133A	DMSO	953	1858	5726	4694
EC2004070121AA	67	deferoxamine	0.0001	6	MCF7	HG-U133A	DMSO	2689	3589	6020	888
EC2004070123AA	67	pirinixic acid	0.0001	6	MCF7	HG-U133A	DMSO	146	3280	747	2195
EC2004070120AA	67	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	1441	5153
EC2004070122AA	67	calmidazolium	5e-06	6	MCF7	HG-U133A	DMSO	1689	3603	3001	6026
EC2004070124AA	67	iloprost	1e-06	6	MCF7	HG-U133A	DMSO	788	2287	1830	1529
EC2004071404AA	68	fluphenazine	1e-05	6	MCF7	HG-U133A	DMSO	1968	725	4654	4929
EC2004071405AA	68	dopamine	1e-06	6	MCF7	HG-U133A	DMSO	3270	1080	2817	5287
EC2004071406AA	68	haloperidol	1e-05	6	MCF7	HG-U133A	DMSO	1946	655	5693	5933
EC2004071402AA	68	DMSO	0.0	6	MCF7	HG-U133A	DMSO	1750	2227	2936	2898
EC2004071403AA	68	monorden	1e-07	6	MCF7	HG-U133A	DMSO	1165	997	399	2682
EC2004071409AA	69	monorden	1e-07	6	SKMEL5	HG-U133A	DMSO	2475	3778	5203	3181
EC2004071410AA	69	fluphenazine	1e-05	6	SKMEL5	HG-U133A	DMSO	3216	2290	2148	4852
EC2004071411AA	69	pirinixic acid	0.0001	6	SKMEL5	HG-U133A	DMSO	1388	1098	5771	74
EC2004071412AA	69	iloprost	1e-06	6	SKMEL5	HG-U133A	DMSO	2042	1317	1839	3440
EC2004071408AA	69	DMSO	0.0	6	SKMEL5	HG-U133A	DMSO	3003	3774	3832	2430
EC2004071414AA	70	medium	0.0	6	ssMCF7	HG-U133A	medium	1412	606	2337	6280
EC2004071418AA	70	copper sulfate	0.0001	6	ssMCF7	HG-U133A	medium	1083	3565	1724	3943
EC2004071416AA	70	tetraethylenepentamine	0.0001	6	ssMCF7	HG-U133A	medium	1807	1972	2696	5713
EC2004071415AA	70	valproic acid	0.001	6	ssMCF7	HG-U133A	medium	759	1067	2809	2357
EC2004071417AA	70	novobiocin	0.0001	6	ssMCF7	HG-U133A	medium	1234	682	5078	1885
EC2004071423AA	71	indometacin	0.0001	6	SKMEL5	HG-U133A	DMSO	2294	2280	5473	3565
EC2004071424AA	71	troglitazone	1e-05	6	SKMEL5	HG-U133A	DMSO	3293	1371	5873	2693
EC2004071420AA	71	DMSO	0.0	6	SKMEL5	HG-U133A	DMSO	3003	3774	4026	1971
EC2004071421AA	71	LY-294002	1e-05	6	SKMEL5	HG-U133A	DMSO	2735	2953	3759	303
EC2004071422AA	71	sodium phenylbutyrate	0.0002	6	SKMEL5	HG-U133A	DMSO	3314	2748	478	3283
EC2004073002AA	73	DMSO	0.0	6	SKMEL5	HG-U133A	DMSO	3003	3774	4231	4990
EC2004073006AA	73	staurosporine	1e-08	6	SKMEL5	HG-U133A	DMSO	2441	3350	3867	4452
EC2004073003AA	73	tanespimycin	1e-06	6	SKMEL5	HG-U133A	DMSO	1804	547	3561	1210
EC2004073004AA	73	wortmannin	1e-08	6	SKMEL5	HG-U133A	DMSO	2411	1476	5486	4280
EC2004073005AA	73	SC-58125	1e-05	6	SKMEL5	HG-U133A	DMSO	944	1931	1926	3398
EC2004073008AA	74	DMSO	0.0	6	ssMCF7	HG-U133A	DMSO	2008	3415	5170	2982
EC2004073009AA	74	tanespimycin	1e-06	6	ssMCF7	HG-U133A	DMSO	810	3079	2348	1795
EC2004073011AA	74	fulvestrant	1e-06	6	ssMCF7	HG-U133A	DMSO	706	1910	3332	500
EC2004073012AA	74	nordihydroguaiaretic acid	1e-06	6	ssMCF7	HG-U133A	DMSO	313	350	3847	3159
EC2004073017AA	75	1,5-isoquinolinediol	0.0001	6	HL60	HG-U133A	DMSO	1678	1841	4971	4592
EC2004073014AA	75	DMSO	0.0	6	HL60	HG-U133A	DMSO	2808	3275	1786	3793
EC2004073016AA	75	SC-58125	1e-05	6	HL60	HG-U133A	DMSO	761	1409	2128	1879
EC2004073015AA	75	gefitinib	1e-05	6	HL60	HG-U133A	DMSO	3288	2903	2160	5300
