perturbation_scan_id	batch_id	cmap_name	concentration (M)	duration (h)	cell	array	vehicle	rep;cell;cmap_name	rep;cell;cmap_name;array	rep;cell;cmap_name;array;batch_id	rep;cell;cmap_name;array;batch_id;concentration (M)
5202764005789148112904.F01	513	alvespimycin	1e-07	6	MCF7	HT_HG-U133A_EA	DMSO	812	1341	4315	2863
5202764005791175120104.C09	506	15-delta prostaglandin J2	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	61	3738	3375	2879
5202764005789148112904.C03	513	15-delta prostaglandin J2	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	61	3738	2806	3859
5202764005791175120104.F03	502	monorden	1e-07	6	MCF7	HT_HG-U133A_EA	DMSO	1165	2857	5487	5200
5202764005790181113004.F03	504	monorden	1e-07	6	MCF7	HT_HG-U133A_EA	DMSO	1165	2857	5700	2063
5202764005791175120104.B01	502	quinostatin	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2623	3247	6151	5448
5202764005790181113004.B01	504	quinostatin	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2623	3247	182	4946
5202764005791175120104.C08	506	thioridazine	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2035	1265	2102	625
5202764005789148112904.C02	513	thioridazine	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2035	1265	1477	1593
5202764005791175120104.H05	502	5252917	1.4e-05	6	MCF7	HT_HG-U133A_EA	DMSO	3445	1226	5173	5013
5202764005790181113004.H05	504	5252917	1.4e-05	6	MCF7	HT_HG-U133A_EA	DMSO	3445	1226	5364	1896
5202764005790181113004.A10	505	sirolimus	1e-07	6	MCF7	HT_HG-U133A_EA	DMSO	2168	2055	5008	1090
5202764005791175120104.A09	506	sirolimus	1e-07	6	MCF7	HT_HG-U133A_EA	DMSO	2168	2055	3880	2815
5202764005791175120104.D11	506	LY-294002	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1440	2059	4264	5313
5202764005791175120104.B12	506	LY-294002	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1440	2059	4264	5313
5202764005791175120104.C11	506	rosiglitazone	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	370	2250	3819	1702
5202764005789148112904.C05	513	rosiglitazone	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	370	2250	3251	2696
5202764005791175120104.H02	502	rottlerin	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	453	1980	3330	2990
5202764005790181113004.H02	504	rottlerin	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	453	1980	3516	2508
5202764005791175120104.A06	502	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1779	2765
5202764005791175120104.B05	502	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1779	2765
5202764005791175120104.D04	502	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1779	2765
5202764005791175120104.E03	502	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1779	2765
5202764005791175120104.G02	502	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1779	2765
5202764005791175120104.H01	502	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1779	2765
5202764005790181113004.H01	504	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1996	2275
5202764005790181113004.A06	504	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1996	2275
5202764005790181113004.B05	504	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1996	2275
5202764005790181113004.D04	504	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1996	2275
5202764005790181113004.E03	504	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1996	2275
5202764005790181113004.G02	504	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1996	2275
5202764005790181113004.H07	505	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	789	1246
5202764005790181113004.G08	505	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	789	1246
5202764005790181113004.E09	505	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	789	1246
5202764005790181113004.D10	505	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	789	1246
5202764005790181113004.B11	505	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	789	1246
5202764005790181113004.A12	505	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	789	1246
5202764005791175120104.H07	506	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	2197	5349
5202764005791175120104.G08	506	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	2197	5349
5202764005791175120104.E09	506	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	2197	5349
5202764005791175120104.D10	506	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	2197	5349
5202764005791175120104.B11	506	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	2197	5349
5202764005791175120104.A12	506	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	2197	5349
5202764005789148112904.H01	513	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1578	2787
5202764005789148112904.G02	513	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1578	2787
5202764005789148112904.D04	513	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1578	2787
5202764005789148112904.B05	513	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1578	2787
5202764005789148112904.A06	513	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1578	2787
5202764005789148112904.E03	513	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	1578	2787
5202764005789148112904.A12	514	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	383	1757
5202764005789148112904.B11	514	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	383	1757
5202764005789148112904.D10	514	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	383	1757
5202764005789148112904.G08	514	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	383	1757
5202764005789148112904.H07	514	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	383	1757
5202764005789148112904.E09	514	DMSO	0.0	6	MCF7	HT_HG-U133A_EA	DMSO	1750	324	383	1757
5202764005791175120104.D05	502	felodipine	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2901	1024	2112	5852
5202764005790181113004.D05	504	felodipine	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2901	1024	2329	2532
5202764005791175120104.G10	506	alpha-estradiol	1e-08	6	MCF7	HT_HG-U133A_EA	DMSO	3530	1323	5054	1165
5202764005789148112904.G04	513	alpha-estradiol	1e-08	6	MCF7	HT_HG-U133A_EA	DMSO	3530	1323	4492	2169
5202764005791175120104.A07	506	valproic acid	0.0005	6	MCF7	HT_HG-U133A_EA	DMSO	469	1372	4622	5798
5202764005791175120104.F08	506	valproic acid	0.0002	6	MCF7	HT_HG-U133A_EA	DMSO	469	1372	4622	759
5202764005791175120104.C10	506	troglitazone	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2044	438	187	4155
5202764005789148112904.C04	513	troglitazone	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2044	438	5784	5204
5202764005791175120104.C05	502	oxaprozin	0.0003	6	MCF7	HT_HG-U133A_EA	DMSO	3143	2934	890	1363
5202764005790181113004.C05	504	oxaprozin	0.0003	6	MCF7	HT_HG-U133A_EA	DMSO	3143	2934	1079	4378
5202764005791175120104.D06	502	tretinoin	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	1114	1033	3353	599
5202764005790181113004.D06	504	tretinoin	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	1114	1033	3547	104
5202764005791175120104.F04	502	blebbistatin	1.7e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1126	1394	5184	2782
5202764005790181113004.F04	504	blebbistatin	1.7e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1126	1394	5383	2301
5202764005791175120104.H09	506	acetylsalicylic acid	0.0001	6	MCF7	HT_HG-U133A_EA	DMSO	3428	989	2915	5177
5202764005789148112904.H03	513	acetylsalicylic acid	0.0001	6	MCF7	HT_HG-U133A_EA	DMSO	3428	989	2274	6193
5202764005791175120104.F02	502	carbamazepine	1e-07	6	MCF7	HT_HG-U133A_EA	DMSO	1610	2228	1716	3961
5202764005790181113004.F02	504	carbamazepine	1e-07	6	MCF7	HT_HG-U133A_EA	DMSO	1610	2228	5491	1175
5202764005791175120104.E02	502	resveratrol	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	3251	328	4429	3687
5202764005790181113004.E02	504	resveratrol	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	3251	328	4588	3218
5202764005791175120104.A11	506	haloperidol	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1946	1319	3932	4179
5202764005791175120104.H08	506	haloperidol	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1946	1319	3932	4179
5202764005791175120104.A05	502	depudecin	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	3434	8	5314	2564
5202764005790181113004.A05	504	depudecin	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	3434	8	3036	3230
5202764005791175120104.A02	502	ionomycin	2e-06	6	MCF7	HT_HG-U133A_EA	DMSO	1401	1340	3807	1073
5202764005790181113004.A02	504	ionomycin	2e-06	6	MCF7	HT_HG-U133A_EA	DMSO	1401	1340	4012	4073
5202764005791175120104.H10	506	fulvestrant	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	427	2576	233	38
5202764005789148112904.B04	513	fulvestrant	1e-08	6	MCF7	HT_HG-U133A_EA	DMSO	427	2576	5828	4191
5202764005791175120104.A01	502	pyrvinium	1.25e-06	6	MCF7	HT_HG-U133A_EA	DMSO	732	341	4216	4510
5202764005790181113004.A01	504	pyrvinium	1.25e-06	6	MCF7	HT_HG-U133A_EA	DMSO	732	341	4422	3995
5202764005791175120104.B02	502	ikarugamycin	2e-06	6	MCF7	HT_HG-U133A_EA	DMSO	773	755	1468	5954
5202764005790181113004.B02	504	ikarugamycin	2e-06	6	MCF7	HT_HG-U133A_EA	DMSO	773	755	5280	3068
5202764005791175120104.E06	502	5253409	1.7e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1277	2492	830	3279
5202764005790181113004.E06	504	5253409	1.7e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1277	2492	1027	2800
5202764005791175120104.A04	502	trichostatin A	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	3210	815	1378	2461
5202764005790181113004.A04	504	trichostatin A	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	3210	815	1599	1829
5202764005791175120104.G05	502	5255229	1.3e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2100	2867	1254	3972
5202764005790181113004.G05	504	5255229	1.3e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2100	2867	1445	767
5202764005791175120104.B07	506	genistein	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1048	3356	2659	5865
5202764005789148112904.B01	513	genistein	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1048	3356	2016	564
5202764005791175120104.E12	506	nordihydroguaiaretic acid	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	59	1946	3068	5754
5202764005789148112904.E06	513	nordihydroguaiaretic acid	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	59	1946	2445	445
5202764005791175120104.F11	506	chlorpromazine	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	3054	771	348	136
5202764005789148112904.F05	513	chlorpromazine	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	3054	771	5950	3850
5202764005791175120104.E08	506	vorinostat	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2796	1966	5946	4326
5202764005789148112904.E02	513	vorinostat	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2796	1966	5360	1839
5202764005791175120104.B04	502	5182598	2.5e-05	6	MCF7	HT_HG-U133A_EA	DMSO	970	1095	724	4751
5202764005790181113004.B04	504	5182598	2.5e-05	6	MCF7	HT_HG-U133A_EA	DMSO	970	1095	925	1497
5202764005791175120104.H03	502	prazosin	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1344	1740	4113	5529
5202764005790181113004.H03	504	prazosin	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	1344	1740	4324	5041
5202764005791175120104.C06	502	geldanamycin	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	2002	2310	3827	2259
5202764005790181113004.C06	504	geldanamycin	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	2002	2310	4021	5464
5202764005791175120104.F06	502	5224221	1.2e-05	6	MCF7	HT_HG-U133A_EA	DMSO	3241	1711	4279	5084
5202764005790181113004.F06	504	5224221	1.2e-05	6	MCF7	HT_HG-U133A_EA	DMSO	3241	1711	4465	4568
5202764005791175120104.G03	502	tanespimycin	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	511	3404	5964	2966
5202764005790181113004.G03	504	tanespimycin	1e-06	6	MCF7	HT_HG-U133A_EA	DMSO	511	3404	3665	181
5202764005791175120104.F05	502	5248896	1.1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2997	277	606	875
5202764005790181113004.F05	504	5248896	1.1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	2997	277	837	381
